intent,text
offensive,You a hoe and errbody know
offensive,You a hoe for not having deals on fried chicken
offensive,You a hoe if u eat candy corn
hate speech,You a hoe if you crying because yo ass pregnant It was all smiles while you was riding that dick bitch
offensive,You a hoe if you ever fstow after midnight
offensive,You a hoe if you like gettin drunk
offensive,You a hoe if you take a taxi to the club
offensive,You a hoe
hate speech,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
offensive,You a pussy dawg
offensive,You a pussy hoe until you give me pussy hoe
hate speech,You a real life faggot if you ever fight another man because he fucked your girl You just gotta take that L like a man and move on
offensive,You a shoulda coulda woulda ass niggah Ima wish a niggah would ona hood ass niggah
offensive,You a stupid hoe
offensive,You a world class hoe
offensive,You aint got no job no diploma no money bitch at your parents when they do not give you money for weed yet We need to act like adults
offensive,You aint my bitch so lil bitch why you bitchin
offensive,You aint my bitch so lil bitch why you bitchin
offensive,You aint my main bitch so why the FUCC do you care
offensive,You aint nothin but a piece of cheese with out the corners in other words you aint never gone be a slice bitch
offensive,You aint squad lil bitch
offensive,You aint trynna fuc Get ya shoes hoe
neither,You all are retarded if you really Kendrick was trying to diss all those rappers do not think just cuz names were said he was coming at them
neither,You always buy me colored goldfish when my stash is low and you are a constant inspiration to me and URL
offensive,You always find something to bitch about
offensive,You always see some shit on Old York Rd on the late night I done seen like tranny and a midget
offensive,You and that BBW shit can get TF off this planet Take these stud hoes with you too
offensive,You and yuh bitch ass ull get smacked quick
offensive,You are a BOY you DONT say clutch fag ass Thats that bitch shit lingo tf
offensive,You are a bitch
offensive,You are a bitch CallEmLikeISeeEm
hate speech,You are a jiggaboo
offensive,You are beyond retarded
offensive,You are so fake I am going to put you on blast bitch
offensive,You arguin bout a bitch and she a god damn slutttt
offensive,You ask me about I amma make dat bitch my bitch
offensive,You at the club EVERY week bitch get a life
offensive,You been the side hoe
offensive,You better pray to god I do not like yo bitch cause we might catch eyes and she might get hit
offensive,You better watch your hoe she fuckin everybody
offensive,You better work bitch
offensive,You bitch hole you never text me back Can you guess who this is Haha i never text anyone back my bad URL
offensive,You bitch like to text emojis
offensive,You bitches all got that one friend who wear the same fit to every other function and it do not even be that clean
offensive,You bitches are crazy
offensive,You bitches can not relate to me So stop
offensive,You bitches got me all the way fucked up idc how many pineapples you all eat your pussy still gon taste the same so give that shit up please
offensive,You bitches make me sick
offensive,You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is
offensive,You bitches wearing leggings everyday are sick I know you all wore the same pair days in a row you can not fool me
offensive,You bitter bitches need a life
offensive,You boil my blood just how spoilt and how much ae an arrogant bitch you are If u try to show off I will flip nd most likely go nuts ohwell
offensive,You can ask if I fucked a bitch but can not ask how my Fathers Day was These hoes be outta line
offensive,You can be a hoe in love
offensive,You can buy a bitch erything in the world I bet she still find something to complain about
offensive,You can buy bitcheshos etc tho
offensive,You can buy my fucking life and you have never even broken a sweat stop crying bitch URL
offensive,You can call me a bitch OK But a the thief get out of here Smdh
offensive,You can eect me to be a total bitch towards you now yet again
neither,You can only say the word negro if its attached to the word league Then we are totally cool guys
offensive,You can say I am just a fool that stands for nothing Well to that I say you are a cunt URL
offensive,You can not be mad when people call you a hoe if you out here acting like one
offensive,You can not blame me for the bitches I attract You all say ima asshole when I talk about hoes but thats kinda what I be having
offensive,You can not call a bitch a bitch if you are a bitch
offensive,You can not owe me shit I do not trust niccas
hate speech,You can not owe me shit ion trust niccas
offensive,You can not play me for a fool my niggah
offensive,You can not put anything past a New York bitch Or a Detroit bitch Or a Chicago bitch
offensive,You can not put the pussy on a pedestal
offensive,You can not spell Patrick without trick so trick or treat bitch
offensive,You can not treat these hoes like ladies
offensive,You can not trust no chick that got a pet cat b those bitches be mad sneaky
offensive,You cant tell these bitches nothing they belong to the city
neither,You could be viewing the future through rosecolored glasses t More for Libra URL
offensive,You could fuck my bitch lemme fuck yo bitch
offensive,You da bess you deserve a crown bitch
offensive,You do something different you turn out a hoe
offensive,You do not HAVE to say it You showed yaself RT Bitch nobody said I did now shut the fuck up that fat made you retarded
offensive,You do not know me but I am your bra RT Doobie Brothers member Michael McDonald says he will come out as a tranny
offensive,You done with that clown bitch or
offensive,You drink light beer Hahahahahahahahahahaha what a pussy
offensive,You dumb bitch you think I work for free
offensive,You estupid bitch I do not like you how hard is it to understand
offensive,You ever dream about fucking a chick fuck her in real life then the pussy was better in the dream
offensive,You ever had a piece of pussy man that be on your mind like money
offensive,You ever have sex with a pharaoh I put that pussy in a sarcophagus
offensive,You ever randomly woke up and ya bitch standing over you just staring
offensive,You ever see bitches comment on a vine like oh my god thats me Knowin damn well she would neva do some shit like that lmfaaoo
offensive,You ever seen a fine Eskimo bitchI am in google images looking them up now
offensive,You fags hyped that shit up so much and I listen to it Everything is GARBAGE
offensive,You fat hoes need to exercise and diet
offensive,You following a whole bunch of bitches that look better than your girl do not do nothin but make you wanna cheat more
offensive,You fuck up I try to be nice I fuck up you go ape shit and stay mad Wtf haha
hate speech,You fucking fag this is exactly what i am talking about women are pigs URL
offensive,You girls be talking about I hate sleeping alone Well bitch you better buy a damn teddy bear
offensive,You girls got no job no college set up to have a better future then get mad when a nigga leave you cause all you got is pussy
offensive,You girls needa stop with the edits Damn near got catfished a week or two ago and the bitch keeps findin her way back
offensive,You giving me head tonight or nah I will shoot your fucking pussy hoe URL
offensive,You got k followers n the same bed sheets from last month These bitches be confrused voice
offensive,You got dykes I got the Vics
offensive,You got hoes really out there titty twerkin URL
hate speech,You got me faggot
offensive,You got my name In your mouth but I got your bitch on my dick
offensive,You got niggas and I got bitches
offensive,You got niggas and I got bitches PARTYNEXTDOOR aint never lied
offensive,You got that pussy nigga disease aint no curing ya
offensive,You got to be a bad bitch for me trip
offensive,You got wild bitches tellin you liessss
offensive,You gotta block dumb hoes
offensive,You guys are all faggots
hate speech,You hate football your a faggot
hate speech,You have my word we will RT beat those fucking faggots pls
offensive,You have no friends BC nobody wants to be guilty by association hoe
offensive,You hoes AINT fucking with me URL
offensive,You hoes aint got no real friends cause the shit I be seeing boyyyyyyyy my friends ah burry me ft under oml if I am ever slipping
offensive,You hoes are in for a pleasant surprise
offensive,You hoes complain too much
offensive,You hoes give me more and more reasons everyday to stay my ass single for another years
offensive,You hoes love sayin You think you cute huh Naa You do
offensive,You hoes steady coming for me
offensive,You just a Twitter hoe
offensive,You just caught this bitch cheatin while you at work shes with some dude tryin to get off FUCK slittin her throat CUT THIS BITCHS HEAD OFF
offensive,You just her friend im the niggah she wanna fuck wit
offensive,You just salty you ugly and white RT they all some hoes
offensive,You just worried bout the bitches I got one girl and she my girl no one else can hit it
neither,You know I am not big on the NFL but I am so sick of hearing all of this Black and yellow shit LOL bandwagon fans and hell GO PACKERS
offensive,You know a bitch is crazy when she smiles and shes upset
offensive,You know a bitch mad when she throw her drink now she got to find another nigga to buy her another one
offensive,You know bitches be mad when they be like I am my own wcw
offensive,You know how hard it is to find a good woman But yo hoe ass being ungrateful and cheating on your good woman cuz what Faggot shit
offensive,You know how many hot bitches I own
offensive,You know how these hoes be URL
offensive,You know how these lil bitches runn they mouth up in the streets
offensive,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around year old year old landfill trash
offensive,You know i stay on fuck a bitch shit but with a street nigga thats what you gonna get
offensive,You know im not even gonna respond to that but I know the real you bitch
offensive,You know people ghetto when they leave the plastic shit on their TVs
offensive,You know random niggaz and bitches wish the worst on eachother Just look at their tweets
offensive,You know the head good when it feel like she has a pussy stuffed down her throat
offensive,You know these hoes is no good when all the singers stop making love songs
offensive,You know these hoes wishy washy
offensive,You know these hoes wishy washy
offensive,You know what fuck that bitch and you didnt react girl its me and you
hate speech,You know what fuck you too bitch your such a little hoe ><
offensive,You know what im into nigga Money eensive bitches
offensive,You know what all you are doing is being a burden to me A fuckin annoyance and I hate bitches like you
offensive,You know why we call life a bitch Cuz she do not use no lube or nothin when she stick her big ole cock up your ass and fuck you raw
offensive,You know you a bitch ass so I do not need to say it
neither,You know you are in the ghetto when you see streets named Martin Luther King Jr LittleJohn halp
offensive,You know you kinda seem like a nasty bitch
offensive,You know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn DVDs
offensive,You knows dat once you white bitches has da black cock on yo uptight white asshole you wants it again and again and again
hate speech,You like them bitch niggas
neither,You like those Honestly they tasted like the sole of my shoes RT thats a shame
offensive,You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique ayeeeee
offensive,You lil stupid ass bitch I aint fucking with you
offensive,You little dumb ass bitch I dont fuck with you
offensive,You little stupid ass bitch I aint fuckin witchu
offensive,You little stupid ass bitch i aint fuckin with you
offensive,You little twats
neither,You losing NUMBER and thats what u trying to do Stupid yardie
offensive,You mad cuz I was in the van with yo bitch With both hands on her tits
offensive,You mad cuz she fucking on ya enemy She wins Cuz you letting that shit fuck with you You can not control these hoes why stress
offensive,You mean these hoes RT Russ never gonna be happy bruh
offensive,You must be part of the cat family Cuz you are a fucking pussy
offensive,You must be retarded Quote with a thirst trap URL
offensive,You need a muzzle for your horse face bitch
offensive,You need a nicca like me to bring that freak outta you
offensive,You never heard i think i have weed poisoning cause it dont exist hoe
offensive,You never invite me anywhere yet you bitch about it when I do it to you No
offensive,You nigga eating these hoes pussy but they aint worth it
offensive,You niggas puttin bitches you have not even fucked yet on a pedestal Scratch her off your hit list b You aint never hittin that
offensive,You niggas talking to these females trying to get some pussy but dont realize you are only boosting their ego and getting curved
offensive,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots
offensive,You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress
offensive,You nigguhs glorifying pussies
offensive,You not playing me bitch I know wassup
hate speech,You old bittersalty ass niccas make my flesh crawl off my bones Such bitches you are DontArgueJustAcceptIt
offensive,You only bully people you know you can Why you aint do this in the playoffs bitch
offensive,You out there popping them pills fucking them stank hoes Keep it real you aint really bout your bank roll You are satisfied
offensive,You poor soul RT Cuz fat bitches the only thing that I like
offensive,You pussy if you lie for pussy
offensive,You pussy nigga I see ya whiskers
offensive,You ratchet ass bitches gonna have nobody to blame but yourself when you get an std
offensive,You really can not be too nice to bitches thats the easiest way to get cheated on
offensive,You right fam RT jus peeped ur tlcmon sonlook at emhe a bitch
offensive,You said I texted u and told u I missed you Yeah I did bitch like weeks ago Grow up
offensive,You said thats yo bitch but that bitch look fu
neither,You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure
neither,You said you be smoking strong but your wrong you been smoking trash its not in my lungs if it aint that pressure
offensive,You say I am a bitch I say I am a woman with a strong personality that does not play well with others
offensive,You say it like they are a new toy they are children you dumb bitch Mixed BabiesI want one URL
offensive,You say no to ratchet pussy but juicyj can not Bands will make her dance
offensive,You say no to ratchet pussy juicy j cant
offensive,You say that bitch bad but she aint shit to me
offensive,You say you classy and sadity I say bitch you a tease
offensive,You say you gotta new bitch
offensive,You scared I aint scared to beat the pussy up
offensive,You scum bro RT When tha pussy was trash but she still txt yu URL my life aint shit
offensive,You see me bussing this bitch
offensive,You see me shining on yo bitch ass URL
offensive,You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but aint about that URL
offensive,You see you You a bitch you Talk shit nigga you will get ya issue
offensive,You selfish bitch I bet you love running I sure do
offensive,You should have to be over foot and lbs to buy a truck We know most of you get em cause you are scrawny country pussies
offensive,You should probably go clean your nasty pussy and not worry about wtf I am doing
hate speech,You some type of special faggot if you bring chocolate Swishers to a smoke session
hate speech,You state it gook
offensive,You still can not turn a hoe into a house wife
offensive,You still fuckin with a sorry ass nigga that makes you a sorry ass bitch Mimi NotSorry
offensive,You still that nigga b do not trip They just hatin cause they got no bitches RT Nigga stole on me Princess punch
offensive,You tha hoe
offensive,You the bitch nigga type you aint never had a fight
offensive,You think America has crooked lawsWomen in other countries get executed in the street for shoningYou American hoes would not make it
offensive,You think Id learn by now that once red flag bullshit appears to gtfo But nooooo I have to have faggot ass faith in people
offensive,You think she classy niggah but she really ratchet
offensive,You think you are pussy is wet My kitten drowned two days ago
offensive,You thought I was playin when I cut that bitch off
offensive,You too old to be on Twitter crying like a bitch
offensive,You trash tho RT Edgewood Basketball court NOW
offensive,You tried me hoe I can sinf
offensive,You unfollowed me You dumb cunt JkI do not blame you
neither,You wanna find hoes on here Just follow the chicks who reply with heart eyes under sex gifs
offensive,You wanna hot body You wanna Bugatti You wanna Maserati You better rob a bank bitch
offensive,You wanna know some crazy shit Without the sunshine you could find a SHADY bitch
offensive,You wanna watch the game she wanna watch scandal but yo bitch ass did not buy her another tv so you gotta take da L
offensive,You want a smart educated dumb bitch you can date Lol drunktalk
offensive,You want me on the couch playing video games where you can see me or out with my friends with other pussy in reach bae
offensive,You want thingamabobs I got twenty bitch
offensive,You was never with me if you let what another bitch say change your actions towards me
offensive,You was nothing but a dirty whore Fuck you bitch
offensive,You will never get a if you do not know how to cook for ya man fr atleast not from a nigga like me Slackin ass bitches
offensive,You working today faggot
offensive,You workout tweet Instagram tweet text some hoes xbox fall asleep these young boys aint gotta clue what grinding is
offensive,You you can not get no money silly hoe
offensive,You are a bitch RT Aint seen you all lose that bad since RT At work slitting my wrists currently Thanks tom brady
hate speech,You are a little bitch RT RT my team got blown out in the Super Bowl
offensive,You will never catch me in public with a chick that got an iPhone s I am only seen in public with classy bitches
offensive,You are a bad bitch and I want you
offensive,You are a bitch I hate you
offensive,You are a bitch dawg A straight bitch
offensive,You are a dumb bitch Wow
hate speech,You are a faggot if you use the cover your face emoji
offensive,You are a hoe ass faggot bitch cunt nigga
offensive,You are a pussy shut up
offensive,You are a stupid fucking bitch
offensive,You are a stupid hoe
hate speech,You are all faggot fuckheads
neither,You are all just crows on the power lines
offensive,You are an ugly fat cunt whore You need to odee
offensive,You are an ugly fucking bitch get off your high horse
neither,You are black Your name looks Hungarian You marry a Hunky
offensive,You are dismissed bitch no i wanna play with you thumper
offensive,You are irrelevant bitch
hate speech,You are just another nigguh
neither,You are just trash like sorry
neither,You are like a lucky leprechaun with a charmed day on your hand More for Gemini URL
offensive,You are no way near about that life bitch lmao
offensive,You are not a very good listener twitpic a selfie with a bad bitch URL
offensive,You are pussy ass set do not mean shit to me
neither,You are standing on a slippery slope where its all too easy to More for Libra URL
neither,You are stuck on ghetto middle school days Step our g wtf how ah I stuck in the middle school games jusy bc URL
offensive,You are such a fake bitch I cannot stand you If you read this and wonder if its about you it probably is
offensive,You are such a pussy
offensive,You are ugly anyway hoe Sit tf down somewhere
offensive,You are unattractive USDNUMBER dinner dates with yo man bitch pow URL
offensive,Young Gem Don Chief been killing it in the yogoing in on that real musicno bubble gum trash in the booth URL
offensive,Young Thug called a bitch his twin on a track I do not even know what he mean by that but I am definitely bout to start calling bitches that
offensive,Young bitches talk about their new man ALLLL DAYas if anyone is really intrested in that shit lol
offensive,Young jezzy dat nigguh
offensive,Young stupid ass hoes these daysGOTDAYUM
neither,Your A Good Gravedigger Charlie Brown SpookyBroadway
hate speech,Your acting like a spoiled little faggot have fun
offensive,Your bitch always said she wanna fuck a real nigga
offensive,Your bitch choosing just LetR
offensive,Your bitch frontin thats you My bitch stuntin thats me
offensive,Your bitch got her lipstick on my dick
offensive,Your bitch is a fake sack of potatoes
offensive,Your bitch only wanna fuck when you doing something that has nothing to do with herLike playing video games or watching the game
offensive,Your bitch playing games I may be the joystick
offensive,Your bitch want to fuck the squad
offensive,Your bitch wants to go to Little Italy with me tonight Told her no Fuck a thot
offensive,Your boobs are fake you are a little bitch you are not cute and I want to punch you
offensive,Your ex wifes pussy tastes like sweet butter theshield
offensive,Your eyebrows on fleek but ya pussy on stink
offensive,Your girl pussy like a walk in clinic the cure for every sick nigga
offensive,Your girls pussy smells like sour cream and onions
neither,Your grammar is trash
offensive,Your leader rocks a fucking mo hawk and dances like a faggot from ATL
offensive,Your name follows the word cunt in the dictionary sooo whats that tell you
offensive,Your new bitch my old hoe
hate speech,Your pathetic plan failed Enjoy my phone you fucking monkey Let me see your ass at Benton park You wanna talk shit I will carve your face
offensive,Your pussy hella tight Took me an hour to slide in that mothafucka Quote and I will compliment you
offensive,Your pussy hole must be small the adjustment phase RT Tf is gentle intercourse
hate speech,Your retarded
offensive,Your vaginal walls are inflammed by a fuck nigga thats fucking you and a few other bitches Cut em as you complete your treatment
hate speech,Youre a fucking ugly bitch I wanna stab you to death and then play around with your blood Patrick Bateman
offensive,Yous a Gold bottle These hoes pink mascato
offensive,Yous a bitch ass nigga Rt i Push the tape bac till around Labor Day weekend turn upNUMBER
offensive,Yu a bitch made nigga
offensive,Yuh bitch voz de mando at ok was the best mf Friday yet
offensive,Yung nigger move that dope
neither,Yup RT Egg nog trash rap
offensive,Yup RT Then she got AIDs and died RT Jenny was a bitch forestgump
offensive,Yup I officially do not like you You are a needy greedy bitch who needs to have it your way
offensive,Yuu Hinouchi gets fucked by two guys until she gets her pussy creamed URL
offensive,Zach Huggins tell yo bitch to leave me tf alone
neither,Zack still questions my love for Oreos lol
offensive,Zelda bitches lol URL
offensive,Zhou Mi was just layin on his bed and SM just busted into his room and was like You gettin a song bitch
hate speech,Zimmerman we comin for yo life bitch URL
offensive,Zuko gets bitches
offensive,NUMBERNUMBERNUMBER NUMBER pm son of a bitch ate my mac n cheese URL
offensive,fake bitches
offensive,a bitch can have two black eyes bloody lip scalp bleeding bruises and a broken arm and still be like but i love him lmao
offensive,a bitch in my math class right now is actually eating just straight up Nutella WEREYOURAISEDINABARN
offensive,aaahhhhh my internet has died for the whole weekend I am told just in time to teach me the true spirit of christmas fucking cunt
offensive,about to drunkenly get a free D printed bracelet that says fake ho
offensive,actin awfully slutty for a bitch in a winnie the pooh sweater URL
offensive,add me on snapchat bitches erinblair
offensive,addicted to pussy poppin
neither,after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open
hate speech,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or aint getting enough pussy
hate speech,ahah fucking queer kill urself
offensive,ahaha pussy is king
neither,ahahahhping pang POW HOW U LIKE ME NOW Shouts out my bro Dre Hogg Style Ent Uza fool dis
offensive,aint Kj Mellos RT Whos daddy a fuck nicca
offensive,aint my hoe I just thought it was
offensive,aint no bitch got shit on me
offensive,aint nuttin ta cut that bitch off
offensive,aint the bitch Mimi still wit Gay ass Nikko
offensive,aint trusting no bitch or no nigga hoe or no sucka
offensive,aint nuthin retarded bout Gucci but this gold rolex
offensive,aint shit pretty but my bitch and my mama anyone can get the drama
offensive,aint shit without my scale bitch i live that bag life
offensive,aka do not ignore me bitches
offensive,all I eva wanted was some muh fuckin guala
offensive,all i wanted was a hundred million dollars and a bad bitch
offensive,all my exes are bitches
offensive,all of us on Twitter do that already shutupcrybaby lol RT I need one of you to step up and volunteer to listen to me bitch
offensive,all the bitches love me URL
offensive,all the money n the pussy I want I need that there
offensive,all them model hoes follow a niggablow upan then hit the infamous imma only follow people wave
offensive,all these Ciara songs are old to me bitches they from like weeks ago lml basicbitches
offensive,all these bad bitches man they want the
offensive,all these beautiful bitches sucha beautiful thing
offensive,all these hoes so familiar JuiceTweet
offensive,all these hoes sweating and chasing niggas on this show
offensive,all you all some hoes tbh
offensive,almightydavehunnas photo URL haha bitch ass Shmedium hit that hoe with that caption
offensive,almost dragged my suite mate last night hoe really came banging on our door am
offensive,although last night my lady told me the key to happiness was new pussy
offensive,always my hoes skinny who are losing money due to therapy bills URL
offensive,always okay to bring your ho to the barbershop though they usually cool af
offensive,am i the inly one seeing Austin Rivers out play bitch ass tonite
offensive,and I gotta say I dont like this ashley brooks omfg creepy psycho bitch
neither,and another one Two hoes RT you all know what we are URL
offensive,and if thats yo bitch then you may have to fight holmezz
offensive,and im retarded too i keep answering the house phone when i know it aint for me l
offensive,and my bitch so bad that I am never ever cheating
neither,and now every time me and my friend talk no matter the subject her nips haunt us its as if one nip was introducing itself to the other
offensive,and these hoes shallow shiesty trifling but we been knew that
offensive,and this is why I am single I do not fuck with bitches or there attitudes foh
offensive,and trying to maintain this color is gonna be a fuckin bitch like i washed my hair once and it already started going blonde again idk idk
offensive,animal crackers are the fuckin bomb yo
neither,another long night with allergies need better ned than zertec or however you spell it
offensive,anybody on the team has permission to fuck my bitch
neither,anybody remember that movie Thumbelina I did not noticed how flamin the bird was until now
neither,anybody want any sugar maple saplings I have about popping up in Heidis hillbilly beach me and emms planted two Friday
neither,anybody want to take me to pollo
offensive,anyways never trust a bitch dont snitch unless you looking for some Az and ditch
neither,apparently I am pathetic trash alright
offensive,are you serious right now Hypocritical and double standards Fuck outta my face with that trash
offensive,ask for my number he a lame I am like cuh mobbin with my bitches turn down for what
neither,auto tranny
offensive,aw shit Fenkell in this bitch
offensive,awwwww Alex Smith broke his pussy
offensive,aye bitch try this
offensive,aye jalen can I borrow dollars It aint like yu aint got two jobs Well can I borrow some pussy I aint like yu gone give up no head
neither,bc she likes black men and rap music Huh lol RT in general she wants to be colored
offensive,bad bitch
offensive,bad bitch bouncing on my pogo screamin yolo that nigga juelz
offensive,bad bitch from lansingshe could be a modelshes a model
offensive,bad bitch with me trying to blow me like a fuse
offensive,bad bitches is the only thing i like
neither,bae won his game redskins
offensive,bahaha karma is a bitch
offensive,balling like I am stunna bitch
offensive,based god fucked all my bitches
offensive,basement diving mook bastards
neither,bats are cool as hell because they are basically half tiny fox half leather bird
neither,beanies cumming real soon URL
neither,been a long December has not it counting crows
neither,before and after I started playing flappy bird before after
neither,being up at am cuz your cat meowed at a nocturnal bird is the ultimate toughbreak
offensive,big bitches be sayin why yo eyes all on my stomach Bitch why yo stomach all in my eyes
offensive,bitch I be smokin gas I could start a ferrari
offensive,bitch I got the beef links
offensive,bitch I might b
offensive,bitch I need that body high do not fuck wit my head pleeeease
offensive,bitch I seen them tricks before haannnn foh
offensive,bitch I am eating you are so blocked RT STOP WHITE PEOPLE URL
offensive,bitch I am me baby I am me
offensive,bitch I am me so who u
offensive,bitch ass arod or shorty dont hit me back up
offensive,bitch ass nigga
offensive,bitch betta get it rightshout outddaaawwgggffaaaccee cccaalldddeerooonndese hoes be aktin URL
offensive,bitch can not hold herself down then she bound to drizzown
offensive,bitch dick too bomb
offensive,bitch do not run to the neighbor hes dead too
offensive,bitch get off my twitter hoe
offensive,bitch get out cha bitch get out cha bitch get out cha feelings RT In my feelings wtf
offensive,bitch goin downnnn hillllll
offensive,bitch gon bounce when boosie rapping dey probably scared not too
offensive,bitch i will cut you
offensive,bitch idc if you like me but you will respect me
offensive,bitch im DEAD RT Them heau gon put balloons in a corner take pics talkin bout We in VIP
offensive,bitch im is not bout to get no damn flu shotion care if it is free
hate speech,bitch kill yoself go on to the bathroom and eat the pills bitch all of em
offensive,bitch live a little
offensive,bitch made dudes actin bitch made
offensive,bitch niggas owe me money
offensive,bitch plz
offensive,bitch probably mollyd the st nigga that said good mornin back to her
offensive,bitch really changed her name haha it is not that serious beyonce fans have too much time on their hands waiting in that welfare office
offensive,bitch said best way to get over a man is to get under another one smh dats ah hoe for u
offensive,bitch thats yo nigga well you aint his bitch
offensive,bitch u guessed it
offensive,bitch u kno my game tight
offensive,bitch we are the realest boyz
offensive,bitch whats the plan yo box irrelevant
offensive,bitch with all niggas hmmm she either gay or a HOE
offensive,bitch you be lagging lol
offensive,bitch you better not disappoint me madonna and britney and xtima have RT My new single BabyDontLie is coming Monday
offensive,bitch you gotta glo up one day
offensive,bitch you guessin
offensive,bitch you knew I was on your trail Mybad URL
hate speech,bitch you are white stfu with your shitty Spanish
offensive,bitches
offensive,bitches aint shit and they aint saying nothin
offensive,bitches aint shit but hoes an tricks
offensive,bitches already twerkin on cinegram this shit may jus be better than instagram
offensive,bitches and subtweets lml
offensive,bitches and their door slamming habits ctfuu
offensive,bitches at ricks in justice tank tops tho
offensive,bitches be brillianthaha URL
offensive,bitches be half naked in their avis talking about I do not send nudes
offensive,bitches be hating
offensive,bitches be like I am a squirter but thinkin pissin is squirting no bitch different places
hate speech,bitches be like i am mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur URL
offensive,bitches be peekin URL
offensive,bitches been thotting so long when they get eed to something decent they get overwhelmed
offensive,bitches come go ya know that
offensive,bitches corny af you claim to be happy but cry everyday ooh iight where they do that hmmmm
offensive,bitches do not knw what to let ride certain shit aint work mentioning
offensive,bitches dumb
offensive,bitches URL
offensive,bitches love Sosa so I guess I will wear Sammy Sosa
offensive,bitches love beyonce
offensive,bitches love good morning posts
offensive,bitches please in napa fewer than people were injured and literally of those were reported as critical
offensive,bitches stay in they feelings
offensive,bitches talk hoes talk even more
offensive,bitches that dont eat meat are likely to develop mental illness URL
offensive,bitches tryna be down but I aint for that relationship life right now
offensive,bitches who never knew me now calling me WesGod
offensive,bitches
neither,bluesapphireearrings kyellowgoldclipondiamond Alexandra Earrings in Emerald Crystal on Emma URL
offensive,boats n hoes
offensive,bobby bitch make that body flip you know i do not know karate bitch
neither,bound gagged shoved in a trash bin with two bullets in the back of the head I suspect natural causes said the worlds worst detective
offensive,bout to beat this case like a pussy nigga
offensive,bout to get some twitter bitches my twitter fame raising dawg GETWITME
neither,brass monkey dat funky monkey URL
offensive,brb skipping out of a bball game with Obama to whoop s hoe ass
offensive,breh its a polygamist town in arizona if u wanna have bitches on deck move there
offensive,bruh YouTube a bitch ass nigga bruh on me bruh
offensive,bunch of pussies
offensive,but I didnt get a write up thank god lol dumb white bitch
offensive,but Id rather be a free man in my grave than living as a puppet or a slave but above those shit options bitch would be free alive and rich
offensive,but at the same time she hates me so I do not wanna trust her bitch ass
offensive,but i do know one thing though bitches they come they go Saturday through Sunday monday monday through sunday yooooo superman
offensive,but shawty you not a bitch you the one I get money wid
offensive,butt chug lokos or nah
offensive,byeeeee bitch
offensive,call me bitch
offensive,can bitches at least wait till its their bday month to put that shit up damm yall stingy
neither,can my cat not kill birds and make a huge mes of feathers
neither,can not decide if i should wear my yellow rain boots for the purposes of being all black yellow errrrything
offensive,can not get over how many hoes i flexed on last night
offensive,cant fuck around wit young niggas cause they be acting like hoes
offensive,cant hate onna bitch getting paid for what she got
offensive,cant stand when a nicca pillow talk about you to a bitch
hate speech,cant trust niggas when it come to bitches
offensive,car anxiety is a bitch
offensive,cause all my life I was told and taught I am not shit by you wack fucking giant sacks of lying dog shit now you shut up bitch
offensive,change the pussy into a fire hydrant
neither,chargers and raiders are both trashboltupdoe
neither,cheeky lol RT I want those all black and yellow s again ughh I those
neither,chicken spaghetti trash
offensive,chill bitch URL
offensive,chill zahra im getting crackers rn
offensive,choke that bitch
offensive,chris brown said these hoes wasnt loyal smh
offensive,chubby hoes
neither,cleaned all the bird nests out of the downspouts and ready for more rain the baby birds are out now respect the birdsand bees
neither,colored denim makes me puke
neither,cookies and crackers are not even on the same level
neither,coon RT <fills coffee up halfway> <uses Irish cremes to fill other half>
hate speech,coons
offensive,coulda been trash talking that nigga cuz NIGGA GOT SPANKEDDD IN FANTASY
offensive,countin all my hoes nigga thats all i knows nigga
neither,country boy hick lyfe white tee rebel flag
neither,cousin why is there a bird on your screen me its twitter cousin i poke you me thats facebook
offensive,crazy bitch I like the way you ride this dick
offensive,ctfuu bitch tried getting tough with me then ran inside to get her husband hahaha
offensive,curiosity killed the cat bitches gunna die out here just to see my head game
offensive,cut that bitch off
neither,cut up porkchop canned pinto beans a small can of carrots can of corn celery a potato cayenne powder + crushed red pepper
offensive,dad is not your name faggots a little more fitting
offensive,damn fire flowers for the ladies dick for the hoes lol URL
offensive,damn I have nothing to tweetnothing to complain or bitch about lol
offensive,damn bitch lmao
neither,damn lol RT Janay Rice speaks on the domestic violence costume that mocks her marriage URL
offensive,damn they gonna leave beth here long term trash
offensive,damnnnn when u unfollow ah bitch after fucking wit dey nigga dat make you all feel some kind of way
offensive,darf retarded lol
offensive,dat mean u ugly hoe if only getting fuck doggie style plies hot nigga URL
